24.57025,-4,-86.88144
24.3153,-4,-87.08625
23.50498,-4,-87.89692
22.71246,-4,-88.95824
21.69307,-4,-90.38749
20.33861,-4,-91.36288
18.80835,-4,-92.22229
17.17035,-1.941715,-93.06489
15.43639,-0.6122389,-93.92879
14.05533,-0.05685043,-95.23897
13.3272,0.1387644,-96.40593
13.09042,0.07672405,-96.7897
12.93822,-0.6354151,-97.08585
12.6555,-1.971074,-97.97995
12.48951,-1.042374,-98.36022
11.73145,1.242783,-98.29384
10.44525,4.205267,-97.93745
9.184872,5.442229,-97.53342
7.698135,6.007832,-97.0369
5.85688,6.042649,-96.38973
4.162947,4.967938,-95.60599
2.654655,4.003351,-94.61025
1.379549,4,-93.38452
0.1845875,4,-91.67593
-0.6392689,4,-89.78551
-1.575047,4,-87.10468
-2.463045,4,-85.35948
-3.60743,4,-83.69631
-4.65753,4,-82.37931
-5.522926,4,-81.33647
-7.151302,4.040559,-79.36945
-8.09082,5.912856,-78.11147
-8.843086,6.9797,-76.94414
-9.606575,7.592809,-75.55463
-10.27948,7.866335,-74.13535
-10.79105,7.977306,-72.94185
-11.14531,7.909394,-72.09678
-11.27953,7.637638,-71.77662
-11.32168,7.630007,-71.67609
-11.34028,7.63,-71.63171
-11.34961,7.630001,-71.60947
-11.35396,7.63,-71.59911
-11.35627,7.63,-71.59359
-11.3573,7.63,-71.59114
-11.35791,7.63,-71.58968
-11.35817,7.63,-71.58907
-11.48215,7.63,-71.63366
-12.10613,7.63,-71.86012
-12.87934,7.629999,-72.14092
-13.88441,7.532866,-72.51228
-14.9865,7.208161,-72.93455
-16.1488,6.260612,-73.82393
-16.78315,5.016376,-75.3365
-16.86509,5.000027,-76.10916
-16.79693,4.699487,-76.99094
-16.73986,4.016505,-78.10249
-17.09833,4.000014,-79.2768
-17.6332,4,-80.41904
-18.31021,4,-81.70651
-19.01142,4,-82.74389
-20.14636,4,-83.51273
-21.499,4,-84.08418
-22.70804,4,-84.58791
-24.03358,4,-85.25847
-25.20533,4,-86.02449
-26.59717,4,-86.70151
-27.70177,4,-87.06271
-28.30831,4,-87.25814
-28.54033,4,-87.32401
-28.227,4,-87.0496
-27.49208,4,-86.82037
-26.56818,4,-86.63727
-25.3359,4,-86.46498
-24.047,4,-86.63924
-22.61119,4,-86.90363
-21.18178,4,-87.0719
-19.49304,4,-87.07549
-17.84423,4,-86.83026
-16.47995,4,-86.41494
-14.93323,4,-85.67332
-13.50319,4,-84.76579
-12.51316,4,-84.25755
-12.49911,4,-84.24331
-12.4991,4,-84.24331
-12.49482,4,-84.09827
-12.48399,4,-83.7318
-12.5448,4,-83.18179
-12.79853,4,-82.08902
-13.08552,4,-80.98949
-13.28764,4,-79.60913
-12.90245,4,-78.03604
-12.05095,4,-77.20192
-11.21619,4,-77.28905
-9.840473,4,-77.56134
-8.674992,4,-77.89742
-7.264248,4,-78.39647
-5.80481,4,-78.97945
-4.280834,4,-79.60271
-2.596859,4,-80.15654
-0.7254868,4,-80.5041
1.107716,4,-80.52881
2.775221,4,-80.25842
3.825222,4,-79.54514
4.52512,4,-78.44006
5.036842,4,-76.93276
5.690952,4,-75.18037
6.255428,4,-74.29154
6.472237,4,-73.95015
6.583008,4,-73.77573
6.633171,4,-73.69674
6.633919,4,-73.65785
6.195929,4,-73.46732
5.449425,4,-73.19647
4.309622,4,-72.84309
3.008738,4,-72.65067
1.886047,4,-73.07841
0.7821674,4,-74.02601
-0.2445736,4,-74.68933
-1.514652,4,-75.28805
-2.728743,4,-75.78405
-4.236876,4,-76.3791
-5.73665,4,-76.87995
-6.985113,5.460594,-76.76839
-7.987629,6.778341,-76.04703
-8.801609,7.660695,-75.0698
-9.561069,8.126842,-73.94092
-10.18795,8.330122,-72.91528
-10.94238,8.456582,-71.62091
-11.415,8.455322,-70.79788
-11.66246,8.088841,-70.36695
-11.76692,7.637877,-70.18504
-11.71257,7.630008,-70.28485
-11.45151,7.630001,-70.7552
-11.02453,7.63,-71.52359
-10.74404,7.63,-72.02829
-10.64147,7.63,-72.21286
-10.84044,8.753693,-71.85509
-11.17244,10.00379,-71.25803
-11.64572,11.01905,-70.40685
-12.21893,11.63487,-69.37596
-13.24391,12.02487,-67.53258
-14.00035,12.1349,-66.17279
-14.70367,12.21349,-64.87133
-15.43373,12.02604,-63.20132
-15.86731,11.99998,-61.67878
-16.07677,11.99997,-59.93208
-16.00671,11.99997,-58.32815
-15.63192,11.99997,-56.59407
-15.06653,11.99997,-55.16624
-14.24067,11.99997,-53.77801
-13.43085,11.99997,-52.77731
-12.06629,11.99997,-51.47485
-10.77056,11.99997,-50.44572
-9.745998,11.99997,-49.6985
-8.395603,11.99997,-48.75889
-5.920029,11.99997,-47.29729
-3.372318,11.99997,-46.8353
-0.7905426,11.99997,-47.58847
0.737524,11.99997,-47.7676
2.01627,11.99997,-47.8725
4.197134,11.99997,-48.26239
5.357698,11.99997,-49.2011
6.245148,11.99997,-50.17928
7.49473,11.99997,-51.01842
8.952245,11.99997,-51.75792
10.65996,11.99997,-52.65572
12.10691,11.99997,-53.62097
14.08682,11.99997,-55.04036
15.84179,11.99997,-55.99693
17.30588,11.99997,-56.53007
18.92432,11.99997,-56.85408
20.38638,13.83435,-56.43044
21.53214,14.97688,-55.37039
22.4361,15.40782,-54.4842
22.89907,15.59911,-54.06687
23.13884,15.59378,-53.85074
23.3199,15.14643,-53.72326
24.08565,13.90066,-53.34723
24.4987,13.55837,-52.8963
25.85261,16.21516,-52.12835
27.26295,19.06254,-51.93577
28.89501,20.86798,-51.88899
30.96875,21.67231,-51.90826
32.81936,21.8394,-51.96543
38.0421,21.77918,-52.17764
43.43395,21.70654,-52.41315
47.93869,20.38057,-52.98707
49.62695,19.98686,-53.14878
51.04186,20.13976,-53.57267
52.45349,20.20992,-54.36401
53.69381,20.11692,-55.21725
55.18255,20.03325,-56.29613
57.24633,20.00006,-57.51097
58.62467,19.99997,-58.06049
60.67106,19.99997,-58.57318
62.39951,19.99997,-58.84792
63.82831,19.99997,-59.01768
65.48097,19.99997,-59.15279
67.33093,19.99997,-59.20658
68.95152,19.99997,-59.10273
70.75169,19.99997,-58.74534
72.42577,19.99997,-58.21558
73.75073,19.99997,-57.75028
75.5173,19.99997,-57.14175
77.09109,19.99997,-56.60863
78.48065,21.39353,-56.13061
80.02174,22.83484,-55.59103
81.78471,23.69666,-54.96551
83.23444,23.99467,-54.44735
85.82521,24.1425,-53.51705
90.30496,24.2012,-51.90614
94.99622,24.2051,-50.21877
97.62511,23.91603,-49.27303
99.84633,23.00361,-48.47381
102.2491,21.2167,-47.60748
103.3448,20.0255,-47.03864
103.482,21.0918,-46.73569
103.5253,23.20914,-46.58653
103.5455,25.772,-46.51692
103.45,27.10513,-46.43805
102.7718,27.62207,-46.16056
102.2262,27.27993,-45.9536
102.1042,25.00962,-45.90735
102.0809,23.03439,-45.89851
101.8896,21.60659,-45.77618
101.3605,22.39196,-45.33698
100.6277,24.38305,-44.57066
99.71198,26.84802,-43.72233
98.68813,28.62793,-42.91483
96.87558,29.7343,-41.59779
95.37727,29.95514,-40.27375
94.29579,29.20672,-39.02277
93.30559,27.89307,-37.62763
92.1692,25.99126,-35.86597
91.45197,24.7059,-34.73267
90.54488,23.04728,-33.29816
89.8084,21.90697,-32.07896
89.00954,22.72218,-30.68073
87.89915,25.67289,-28.70259
87.27917,27.98368,-27.28006
86.84033,29.24834,-25.71421
86.62501,29.91655,-23.51365
86.74377,29.91241,-22.02853
87.1281,29.03622,-20.41353
87.76513,27.67103,-18.84196
88.40079,26.4157,-17.62164
89.1967,24.91926,-16.2746
90.17874,23.12974,-14.73116
91.08591,21.50826,-13.36971
92.22485,19.92647,-12.39348
93.43553,18.47547,-11.68652
94.67334,16.81426,-10.74184
95.24942,15.28163,-9.542961
94.94395,13.57214,-8.252556
94.19421,12.00167,-7.900833
93.39835,11.99997,-7.759529
91.93648,11.99997,-7.547226
90.4084,11.99997,-7.764984
89.26721,11.99997,-8.599434
87.93033,11.99997,-9.419029
86.67334,11.99997,-10.18115
85.27215,11.99997,-11.2207
84.02575,11.99997,-12.45205
82.98878,11.99997,-13.86086
82.21572,11.99997,-15.37778
81.72621,11.99997,-16.74191
81.30715,11.99997,-18.28022
80.86067,13.51343,-20.22632
80.58246,14.53291,-21.51215
80.27357,15.10279,-22.96086
79.93848,15.39408,-24.56602
79.66801,15.49267,-26.23461
79.58463,15.12335,-27.88815
79.69167,14.28484,-29.29337
80.0234,12.8586,-31.0049
80.36308,12.02033,-32.24433
80.51587,11.99997,-34.18427
80.02614,11.99997,-36.01521
79.43707,11.99997,-37.47934
78.64569,11.99997,-39.14296
77.86908,11.99997,-40.64878
77.09787,12.61227,-42.11032
76.40405,14.25437,-43.49254
75.56345,15.49876,-45.30524
74.92947,15.91167,-46.75253
74.30789,16.09799,-48.21367
73.69347,16.12563,-49.67857
73.46181,15.6767,-50.23161
73.35112,15.93839,-50.49586
73.25941,17.79475,-50.71729
73.00491,18.80232,-51.33457
72.53967,19.49378,-52.28137
72.06804,20.22415,-52.57232
71.61601,20.51986,-53.29116
70.89806,20.01079,-54.80163
70.26721,19.99997,-56.38439
69.79584,19.99997,-57.78901
69.52925,19.99997,-58.61269
69.51529,19.99997,-59.00097
70.15367,19.99997,-59.06158
71.23309,19.99997,-58.89565
72.83471,19.99997,-58.31789
73.96556,19.99997,-57.67406
75.3409,19.99997,-56.7983
76.74438,21.61911,-56.38792
78.62678,23.17944,-56.11415
80.2225,23.77849,-55.96465
83.98457,24.05099,-55.70359
89.03143,24.1609,-55.37362
92.81209,24.149,-55.31296
95.18539,23.77238,-55.76063
97.12952,22.74422,-56.58987
98.4518,21.31324,-57.34217
98.76108,20.24072,-57.2926
98.9684,18.76405,-57.19699
99.10661,17.46503,-57.13321
99.23938,16.06315,-57.07192
99.38054,14.55789,-56.99763
99.70041,13.04108,-56.67077
99.83328,12.00174,-55.74333
99.81378,11.99997,-54.82209
99.65057,11.99997,-53.70957
99.40172,11.99997,-52.04726
99.03577,11.99997,-50.34366
98.5455,11.99997,-48.92961
97.76566,11.99997,-47.41313
96.95605,11.99997,-45.79181
96.53885,11.99997,-44.341
96.11661,11.99997,-42.90559
95.70161,11.99997,-41.68627
95.14444,11.99997,-40.22707
94.33342,11.99997,-38.32746
93.52698,11.99997,-36.85634
92.70879,11.99997,-35.69484
92.68854,11.99997,-35.59871
92.68851,11.99997,-35.59869
92.56435,11.99997,-35.749
92.0596,11.99997,-36.36115
91.26497,11.99997,-37.41946
90.54941,11.99997,-38.61939
89.70857,11.99997,-40.28221
88.57806,11.99997,-41.63779
87.65054,11.99997,-42.69142
86.63731,12.70013,-44.00836
85.3698,14.46426,-45.04807
84.10922,15.457,-45.74865
82.64081,15.99469,-46.46209
81.37532,16.20456,-47.05142
79.91442,16.31741,-47.72467
78.64234,16.2168,-48.30988
77.04684,15.47828,-49.04431
76.13963,14.47607,-49.58742
76.13557,14.44048,-49.60964
76.13634,14.44048,-49.61423
76.15106,14.44048,-49.70282
76.22495,14.29852,-49.79134
76.86675,13.45625,-50.2029
77.64937,12.42191,-50.48121
78.69108,12.00058,-50.61238
79.6383,11.99997,-50.97327
80.44458,11.99997,-51.47368
80.78821,11.99997,-51.67049
80.47834,11.99997,-51.41606
79.613,13.71564,-50.87613
78.48339,14.9798,-50.28244
77.48981,15.43896,-49.80577
76.19077,15.71026,-49.37329
75.09829,15.81761,-49.48093
